subtitle,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,has_lift,is_exterior,has_parking
Palomas,372.0,5,4.0,845000,2272,mansion,False,False,False,False,True
Conde Orgaz-Piovera,652.0,8,7.0,2000000,3067,mansion,False,False,False,False,True
Pinar del Rey,57.0,2,1.0,79200,1389,multi-storey building,True,False,False,True,False
Canillas,105.0,3,2.0,465000,4429,duplex,False,False,True,True,True
Canillas,164.0,4,3.0,680000,4146,multi-storey building,False,False,True,True,False
Apóstol Santiago,87.0,2,1.0,267000,3069,multi-storey building,False,False,True,True,False
Canillas,140.0,3,3.0,725000,5179,duplex,False,False,True,True,True
Canillas,54.0,1,1.0,219268,4061,multi-storey building,False,False,True,True,True
Canillas,55.0,1,1.0,233908,4253,penthouse,False,False,True,True,True
Hortaleza,112.0,2,2.0,345000,3080,multi-storey building,False,False,True,True,False
Sanchinarro,92.0,2,2.0,420000,4565,multi-storey building,False,False,True,True,True
Valdebebas - Valdefuentes,146.0,3,2.0,539720,3697,multi-storey building,False,True,True,True,False
Hortaleza,55.0,2,1.0,158000,2873,multi-storey building,False,False,False,True,False
Hortaleza,167.0,4,2.0,650000,3892,multi-storey building,False,False,True,True,True
Pinar del Rey,115.0,3,2.0,380000,3304,multi-storey building,False,False,True,True,False
Sanchinarro,110.0,3,2.0,495000,4500,multi-storey building,False,False,True,True,True
Hortaleza,691.0,7,7.0,2250000,3256,mansion,False,False,False,False,True
Hortaleza,391.0,4,6.0,1590000,4066,mansion,False,False,False,False,True
Hortaleza,470.0,7,7.0,2000000,4255,mansion,False,False,False,False,True
Hortaleza,700.0,7,5.0,1850000,2643,mansion,True,False,False,False,True
Hortaleza,65.0,3,1.0,149000,2292,multi-storey building,True,False,False,True,False
Hortaleza,395.0,4,4.0,2100000,5316,mansion,False,False,False,False,True
Hortaleza,400.0,5,5.0,1250000,3125,mansion,False,False,False,False,True
Hortaleza,283.0,4,5.0,1500000,5300,multi-storey building,False,False,True,True,True
Hortaleza,73.0,3,1.0,160000,2192,multi-storey building,False,False,False,True,False
Palomas,135.0,1,2.0,455000,3370,multi-storey building,False,False,False,True,False
Virgen del Cortijo - Manoteras,118.0,3,2.0,595000,5042,multi-storey building,False,False,True,True,True
Canillas,53.0,1,1.0,214840,4054,multi-storey building,False,False,True,True,False
Apóstol Santiago,100.0,3,2.0,460000,4600,mansion,False,False,False,False,False
Conde Orgaz-Piovera,76.0,2,1.0,520000,6842,multi-storey building,False,False,True,True,False
Pinar del Rey,69.0,3,1.0,145000,2101,multi-storey building,False,False,False,True,False
Canillas,112.0,2,1.0,325000,2902,mansion,True,False,False,False,False
Pinar del Rey,72.0,3,1.0,175000,2431,multi-storey building,False,False,False,False,False
Sanchinarro,91.0,2,2.0,358000,3934,multi-storey building,False,False,True,True,True
Canillas,83.0,3,2.0,275000,3313,multi-storey building,False,False,True,True,False
Apóstol Santiago,81.0,4,1.0,210000,2593,multi-storey building,False,False,False,True,False
Sanchinarro,51.0,1,1.0,260000,5098,multi-storey building,False,False,True,True,False
Pinar del Rey,74.0,2,1.0,187000,2527,multi-storey building,False,False,True,True,False
Pinar del Rey,112.0,4,2.0,330000,2946,multi-storey building,False,False,True,True,True
Pinar del Rey,61.0,3,1.0,149000,2443,multi-storey building,True,False,False,True,False
Canillas,72.0,3,1.0,214000,2972,multi-storey building,False,False,True,True,False
Pinar del Rey,57.0,3,1.0,179000,3140,multi-storey building,False,False,False,True,False
Canillas,84.0,3,1.0,330000,3929,multi-storey building,False,False,True,True,False
Pinar del Rey,70.0,3,1.0,202000,2886,multi-storey building,False,False,False,True,False
Pinar del Rey,310.0,4,4.0,960000,3097,mansion,False,False,False,False,True
Apóstol Santiago,120.0,4,2.0,530000,4417,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,252.0,5,5.0,1380000,5476,mansion,False,False,False,False,True
Conde Orgaz-Piovera,163.0,3,2.0,795000,4877,multi-storey building,False,False,True,False,True
Sanchinarro,93.0,2,2.0,460000,4946,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,70.0,2,1.0,373000,5329,multi-storey building,False,False,True,True,True
Sanchinarro,166.0,3,3.0,790000,4759,multi-storey building,False,False,True,True,True
Sanchinarro,213.0,3,3.0,720000,3380,multi-storey building,False,False,True,True,True
Hortaleza,990.0,6,4.0,1600000,1616,mansion,True,False,False,False,True
Conde Orgaz-Piovera,65.0,1,1.0,330000,5077,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,476.0,5,5.0,1740000,3655,mansion,False,False,False,False,True
Canillas,257.0,5,3.0,820000,3191,mansion,False,False,False,False,False
Sanchinarro,92.0,2,1.0,405000,4402,penthouse,False,False,True,True,True
Conde Orgaz-Piovera,425.0,5,5.0,1800000,4235,mansion,False,False,False,False,True
Pinar del Rey,56.0,3,1.0,179000,3196,multi-storey building,False,False,False,True,False
Virgen del Cortijo - Manoteras,120.0,1,1.0,345000,2875,penthouse,False,False,True,True,True
Pinar del Rey,142.0,4,3.0,740000,5211,multi-storey building,False,False,True,True,True
Sanchinarro,53.0,1,1.0,280000,5283,multi-storey building,False,False,True,True,False
Valdebebas - Valdefuentes,127.0,3,2.0,472000,3717,multi-storey building,False,True,True,True,True
Pinar del Rey,142.0,4,3.0,720000,5070,multi-storey building,False,False,True,True,True
Sanchinarro,101.0,2,2.0,420000,4158,multi-storey building,False,False,True,True,True
Canillas,68.0,2,2.0,310000,4559,penthouse,False,False,True,True,True
Sanchinarro,82.0,2,2.0,385000,4695,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,500.0,6,6.0,1850000,3700,mansion,False,False,False,False,True
Hortaleza,80.0,1,1.0,240000,3000,duplex,False,False,True,True,True
Pinar del Rey,82.0,3,1.0,235000,2866,multi-storey building,False,False,True,True,False
Pinar del Rey,65.0,2,1.0,189000,2908,multi-storey building,True,False,True,True,False
Pinar del Rey,112.0,4,2.0,315000,2812,multi-storey building,False,False,True,True,False
Canillas,50.0,1,1.0,198000,3960,multi-storey building,False,False,True,True,True
Hortaleza,120.0,3,2.0,550000,4583,multi-storey building,False,False,True,True,True
Pinar del Rey,83.0,3,2.0,308000,3711,multi-storey building,False,False,True,True,False
Sanchinarro,92.0,2,2.0,399900,4347,multi-storey building,False,False,True,True,True
Palomas,122.0,3,2.0,600000,4918,penthouse,False,False,True,True,True
Conde Orgaz-Piovera,666.0,5,5.0,3047000,4575,mansion,True,False,False,False,False
Hortaleza,175.0,4,2.0,795000,4543,penthouse,False,False,True,True,True
Conde Orgaz-Piovera,138.0,3,3.0,668000,4841,multi-storey building,False,False,True,True,True
Hortaleza,347.0,5,4.0,1225000,3530,mansion,False,False,False,False,True
Hortaleza,195.0,4,3.0,995000,5103,multi-storey building,False,False,True,True,True
Hortaleza,984.0,9,9.0,2300000,2337,mansion,False,False,False,False,True
Sanchinarro,110.0,3,2.0,455000,4136,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,370.0,7,5.0,1100000,2973,mansion,False,False,False,False,True
Conde Orgaz-Piovera,334.0,4,6.0,2850000,8533,penthouse,False,False,True,True,True
Conde Orgaz-Piovera,365.0,4,7.0,3265000,8945,penthouse,False,True,True,True,True
Conde Orgaz-Piovera,478.0,4,6.0,4320000,9038,penthouse,False,False,True,True,True
Conde Orgaz-Piovera,262.0,4,5.0,1790000,6832,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,281.0,4,5.0,1815000,6459,multi-storey building,False,False,True,True,True
Pinar del Rey,70.0,3,1.0,149000,2129,multi-storey building,True,False,False,True,False
Apóstol Santiago,167.0,5,3.0,400000,2395,multi-storey building,False,False,True,True,False
Canillas,115.0,3,1.0,299000,2600,multi-storey building,False,False,True,True,False
Hortaleza,228.0,4,3.0,660000,2895,mansion,False,False,False,False,True
Canillas,100.0,3,2.0,335000,3350,multi-storey building,False,False,True,True,True
Virgen del Cortijo - Manoteras,68.0,1,1.0,335000,4926,multi-storey building,False,False,True,True,True
Pinar del Rey,86.0,3,1.0,179999,2093,multi-storey building,False,False,False,True,False
Pinar del Rey,62.0,2,1.0,153000,2468,multi-storey building,True,False,False,True,False
Canillas,101.0,4,2.0,285000,2822,multi-storey building,True,False,True,True,True
Apóstol Santiago,72.0,3,1.0,160000,2222,multi-storey building,False,False,False,True,False
Virgen del Cortijo - Manoteras,76.0,0,1.0,200000,2632,,False,False,True,True,True
Pinar del Rey,70.0,3,1.0,165000,2357,multi-storey building,True,False,False,True,False
Pinar del Rey,60.0,2,1.0,175000,2917,multi-storey building,False,False,False,True,False
Virgen del Cortijo - Manoteras,164.0,3,3.0,628000,3829,multi-storey building,False,False,True,True,True
Pinar del Rey,50.0,0,1.0,142000,2840,,False,False,True,True,False
Virgen del Cortijo - Manoteras,94.0,1,1.0,215000,2287,duplex,False,False,True,True,True
Canillas,110.0,3,1.0,289000,2627,multi-storey building,True,False,True,True,False
Hortaleza,800.0,7,7.0,3850000,4812,mansion,False,False,False,False,False
Virgen del Cortijo - Manoteras,185.0,1,2.0,490000,2649,penthouse,False,False,True,True,True
Pinar del Rey,72.0,3,1.0,198000,2750,multi-storey building,True,False,False,True,False
Sanchinarro,152.0,3,2.0,510000,3355,multi-storey building,False,False,True,True,True
Valdebebas - Valdefuentes,110.0,2,2.0,339000,3082,multi-storey building,False,False,True,True,True
Hortaleza,91.0,2,2.0,364800,4009,multi-storey building,False,False,True,True,True
Pinar del Rey,78.0,3,1.0,188400,2415,multi-storey building,True,False,True,True,False
Hortaleza,78.0,3,1.0,188400,2415,multi-storey building,False,False,True,False,False
Sanchinarro,102.0,3,2.0,424000,4157,multi-storey building,False,True,True,True,True
Sanchinarro,176.0,4,3.0,730821,4152,multi-storey building,False,True,True,True,False
Sanchinarro,131.0,3,2.0,610812,4663,multi-storey building,False,True,True,True,False
Sanchinarro,153.0,4,2.0,725418,4741,multi-storey building,False,True,True,True,False
Sanchinarro,185.0,4,3.0,860000,4649,multi-storey building,False,True,True,True,False
Sanchinarro,124.0,3,2.0,690541,5569,multi-storey building,False,True,True,True,False
Hortaleza,56.0,3,1.0,179000,3196,multi-storey building,False,False,False,True,False
Valdebebas - Valdefuentes,139.0,3,2.0,570620,4105,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,138.0,3,2.0,628000,4551,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,199.0,4,3.0,763000,3834,duplex,False,True,True,True,False
Valdebebas - Valdefuentes,211.0,4,4.0,857000,4062,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,139.0,3,2.0,554140,3987,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,139.0,3,2.0,543840,3913,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,146.0,3,2.0,570620,3908,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,139.0,3,2.0,560320,4031,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,146.0,3,2.0,513970,3520,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,185.0,4,3.0,790000,4270,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,146.0,3,2.0,560320,3838,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,146.0,3,2.0,534570,3661,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,199.0,4,3.0,743000,3734,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,146.0,3,2.0,524270,3591,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,146.0,3,2.0,493370,3379,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,146.0,3,2.0,512940,3513,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,199.0,4,3.0,723000,3633,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,122.0,2,2.0,486160,3985,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,146.0,3,2.0,550020,3767,multi-storey building,False,True,True,True,False
Hortaleza,75.0,2,1.0,280000,3733,multi-storey building,True,False,True,False,True
Sanchinarro,108.0,2,2.0,525000,4861,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,156.0,3,2.0,570000,3654,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,156.0,3,2.0,555000,3558,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,156.0,3,2.0,577000,3699,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,212.0,3,2.0,924000,4358,penthouse,False,True,True,True,False
Hortaleza,309.0,5,4.0,2400000,7767,mansion,False,False,False,False,True
Hortaleza,,7,5.0,2600000,2600,mansion,False,False,False,False,True
Hortaleza,430.0,5,6.0,1450000,3372,mansion,False,False,False,False,True
Hortaleza,,8,6.0,4500000,4225,mansion,False,False,False,False,True
Pinar del Rey,78.0,3,1.0,188400,2415,multi-storey building,False,False,True,True,False
Conde Orgaz-Piovera,400.0,5,4.0,1550000,3875,multi-storey building,True,False,True,True,True
Sanchinarro,133.0,3,2.0,595800,4480,multi-storey building,False,False,True,True,True
Hortaleza,302.0,4,4.0,990000,3278,mansion,False,False,False,False,False
Palomas,346.0,4,4.0,1320000,3815,mansion,False,True,False,False,False
Apóstol Santiago,87.0,3,1.0,231000,2655,multi-storey building,False,False,True,True,False
Pinar del Rey,120.0,3,2.0,600000,5000,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,549.0,5,6.0,1800000,3279,mansion,False,False,False,False,True
Conde Orgaz-Piovera,600.0,4,7.0,1850000,3083,mansion,False,False,False,False,True
Pinar del Rey,78.0,3,1.0,188400,2415,multi-storey building,False,False,True,True,False
Canillas,90.0,2,1.0,415000,4611,multi-storey building,False,False,True,True,False
Canillas,80.0,3,1.0,279000,3488,multi-storey building,False,False,True,True,True
Sanchinarro,42.0,0,1.0,229500,5464,,False,False,True,False,True
Canillas,63.0,3,1.0,175000,2778,multi-storey building,False,False,False,True,False
Virgen del Cortijo - Manoteras,108.0,2,2.0,435000,4028,multi-storey building,False,False,True,True,True
Canillas,63.0,2,1.0,180000,2857,multi-storey building,False,False,False,True,False
Pinar del Rey,121.0,4,2.0,335000,2769,multi-storey building,False,False,True,True,False
Canillas,77.0,4,1.0,185000,2403,multi-storey building,True,False,True,True,False
Canillas,61.0,3,1.0,214000,3508,multi-storey building,True,False,False,True,False
Canillas,400.0,5,6.0,980000,2450,mansion,True,False,False,False,True
Conde Orgaz-Piovera,475.0,4,4.0,1600000,3368,mansion,False,False,False,False,True
Hortaleza,350.0,5,4.0,1225000,3500,mansion,False,False,False,False,True
Sanchinarro,126.0,3,2.0,425000,3373,multi-storey building,False,False,True,True,True
Sanchinarro,90.0,3,2.0,395000,4389,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,480.0,5,4.0,1600000,3333,mansion,True,False,False,False,True
Palomas,159.0,3,2.0,750000,4717,multi-storey building,False,False,True,True,True
Pinar del Rey,128.0,3,2.0,370000,2891,multi-storey building,False,False,True,True,True
Canillas,111.0,3,1.0,359900,3242,multi-storey building,False,False,True,True,True
Pinar del Rey,74.0,2,1.0,187000,2527,multi-storey building,False,False,True,True,False
Canillas,89.0,3,2.0,239000,2685,multi-storey building,True,False,True,True,False
Palomas,98.0,2,2.0,495000,5051,multi-storey building,False,False,True,True,True
Pinar del Rey,57.0,2,1.0,164000,2877,multi-storey building,False,False,False,True,False
Sanchinarro,140.0,3,2.0,450000,3214,multi-storey building,False,False,True,True,True
Canillas,416.0,12,8.0,1298000,3120,mansion,False,False,False,False,True
Pinar del Rey,76.0,2,1.0,185000,2434,multi-storey building,False,False,True,True,False
Sanchinarro,67.0,2,1.0,335000,5000,multi-storey building,False,False,True,True,True
Sanchinarro,137.0,3,2.0,490000,3577,multi-storey building,False,False,True,True,True
Palomas,161.0,3,2.0,750000,4658,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,165.0,3,2.0,720000,4364,multi-storey building,False,False,True,True,True
Sanchinarro,134.0,3,2.0,610212,4554,multi-storey building,False,True,True,True,False
Sanchinarro,131.0,3,2.0,570447,4355,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,288.0,3,3.0,635000,2205,mansion,False,False,False,False,True
Sanchinarro,89.0,2,2.0,435000,4888,multi-storey building,False,False,True,True,True
Valdebebas - Valdefuentes,129.0,3,2.0,499000,3868,multi-storey building,False,True,True,True,False
Valdebebas - Valdefuentes,260.0,5,3.0,710000,2731,mansion,False,True,False,False,True
Hortaleza,260.0,5,3.0,715000,2750,mansion,False,False,False,False,True
Conde Orgaz-Piovera,89.0,2,2.0,445000,5000,multi-storey building,False,False,True,True,True
Hortaleza,183.0,3,3.0,945000,5164,penthouse,False,False,True,True,True
Hortaleza,548.0,5,6.0,1790000,3266,mansion,False,False,False,False,True
Canillas,58.0,1,1.0,242152,4175,multi-storey building,False,True,True,True,False
Canillas,58.0,1,1.0,239235,4125,multi-storey building,False,True,True,True,False
Sanchinarro,168.0,4,3.0,758450,4515,multi-storey building,False,True,True,True,True
Sanchinarro,169.0,4,3.0,763450,4517,multi-storey building,False,True,True,True,True
Sanchinarro,169.0,4,3.0,768450,4547,multi-storey building,False,True,True,True,True
Sanchinarro,169.0,4,3.0,760650,4501,multi-storey building,False,True,True,True,True
Sanchinarro,150.0,3,2.0,796350,5309,multi-storey building,False,True,True,True,True
Sanchinarro,151.0,3,2.0,680250,4505,multi-storey building,False,True,True,True,True
Sanchinarro,172.0,4,3.0,775750,4510,multi-storey building,False,True,True,True,True
Sanchinarro,151.0,3,2.0,688150,4557,multi-storey building,False,True,True,True,True
Sanchinarro,151.0,3,2.0,695250,4604,multi-storey building,False,True,True,True,True
Sanchinarro,168.0,4,3.0,775650,4617,multi-storey building,False,True,True,True,True
Sanchinarro,161.0,4,3.0,836650,5197,multi-storey building,False,True,True,True,True
Sanchinarro,151.0,3,2.0,693150,4590,multi-storey building,False,True,True,True,True
Sanchinarro,151.0,3,2.0,700250,4637,multi-storey building,False,True,True,True,True
Sanchinarro,168.0,4,2.0,765650,4557,multi-storey building,False,True,True,True,True
Sanchinarro,132.0,3,2.0,727150,5509,multi-storey building,False,True,True,True,True
Sanchinarro,160.0,4,3.0,840050,5250,multi-storey building,False,True,True,True,True
Sanchinarro,151.0,3,2.0,690250,4571,multi-storey building,False,True,True,True,True
Sanchinarro,151.0,3,2.0,685250,4538,multi-storey building,False,True,True,True,True
Virgen del Cortijo - Manoteras,90.0,2,2.0,440000,4889,multi-storey building,False,False,True,True,True
Sanchinarro,166.0,3,2.0,790000,4759,multi-storey building,False,False,True,True,True
Sanchinarro,136.0,3,2.0,570000,4191,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,220.0,4,3.0,975000,4432,duplex,False,False,True,True,True
Palomas,353.0,5,4.0,820000,2323,mansion,False,False,False,False,True
Pinar del Rey,108.0,3,2.0,460000,4259,multi-storey building,False,False,True,True,True
Sanchinarro,124.0,3,2.0,585000,4718,multi-storey building,False,False,True,True,True
Valdebebas - Valdefuentes,320.0,5,3.0,620000,1938,mansion,False,False,False,False,False
Hortaleza,430.0,5,5.0,1450000,3372,mansion,True,False,False,False,True
Valdebebas - Valdefuentes,403.0,6,5.0,785000,1948,mansion,False,False,False,False,True
Apóstol Santiago,55.0,2,1.0,145000,2636,multi-storey building,False,False,True,True,False
Pinar del Rey,78.0,3,1.0,188400,2415,multi-storey building,False,False,True,True,False
Canillas,40.0,0,1.0,164680,4117,,False,True,True,True,False
Virgen del Cortijo - Manoteras,107.0,2,2.0,450000,4206,multi-storey building,False,False,True,True,True
Sanchinarro,87.0,2,2.0,454000,5218,multi-storey building,False,False,True,True,True
Hortaleza,150.0,3,2.0,699000,4660,multi-storey building,False,False,True,True,False
Hortaleza,220.0,4,4.0,848000,3855,mansion,False,False,False,False,True
Hortaleza,420.0,4,2.0,740000,1762,mansion,True,False,False,False,True
Hortaleza,362.0,8,4.0,1050000,2901,mansion,True,False,False,False,True
Hortaleza,167.0,4,4.0,739000,4425,duplex,False,False,True,True,True
Pinar del Rey,41.0,1,1.0,228000,5561,multi-storey building,False,True,True,True,True
Hortaleza,240.0,4,3.0,1157000,4821,mansion,False,False,False,False,False
Hortaleza,450.0,6,5.0,1155000,2567,mansion,False,False,False,False,True
Hortaleza,379.0,6,3.0,1190000,3140,mansion,False,False,False,False,False
Hortaleza,275.0,4,5.0,850000,3091,mansion,False,False,False,False,True
Pinar del Rey,70.0,2,1.0,230000,3286,multi-storey building,False,False,False,True,False
Canillas,150.0,4,3.0,549000,3660,mansion,False,False,False,False,True
Conde Orgaz-Piovera,666.0,5,5.0,2500000,3754,mansion,True,False,False,False,True
Palomas,252.0,4,3.0,1240000,4921,mansion,False,False,False,False,True
Hortaleza,540.0,6,5.0,2500000,4630,mansion,False,False,False,False,True
Sanchinarro,180.0,4,3.0,710000,3944,multi-storey building,False,False,True,True,True
Virgen del Cortijo - Manoteras,130.0,3,3.0,595000,4577,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,120.0,3,2.0,650000,5417,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,170.0,3,2.0,680000,4000,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,348.0,4,7.0,2890000,8305,penthouse,False,False,True,True,True
Hortaleza,447.0,5,6.0,1290000,2886,mansion,True,False,False,False,True
Canillas,340.0,6,4.0,980000,2882,multi-storey building,False,False,True,True,True
Hortaleza,423.0,5,6.0,1380000,3262,mansion,False,False,False,False,True
Sanchinarro,101.0,2,2.0,460000,4554,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,243.0,3,3.0,998000,4107,multi-storey building,True,False,True,True,True
Conde Orgaz-Piovera,666.0,5,5.0,3047000,4575,mansion,True,False,False,False,True
Canillas,126.0,3,2.0,600000,4762,multi-storey building,False,False,True,True,True
Valdebebas - Valdefuentes,399.0,4,3.0,875000,2193,mansion,False,True,False,False,True
Valdebebas - Valdefuentes,108.0,2,2.0,339000,3139,multi-storey building,False,False,True,True,True
Hortaleza,277.0,5,5.0,1450000,5235,multi-storey building,False,False,True,True,True
Virgen del Cortijo - Manoteras,120.0,1,1.0,305000,2542,duplex,False,False,True,True,True
Sanchinarro,50.0,0,1.0,315000,6300,,False,False,True,True,True
Conde Orgaz-Piovera,580.0,5,5.0,1850000,3190,mansion,False,False,False,False,True
Pinar del Rey,86.0,3,1.0,219000,2547,multi-storey building,True,False,True,True,False
Canillas,70.0,2,1.0,189000,2700,multi-storey building,False,False,True,True,False
Hortaleza,901.0,5,8.0,4500000,4994,mansion,False,False,False,False,True
Hortaleza,415.0,5,5.0,950000,2289,mansion,True,False,False,False,True
Hortaleza,140.0,3,2.0,695000,4964,penthouse,False,False,True,True,True
Hortaleza,400.0,5,5.0,1590000,3975,mansion,False,False,False,False,True
Hortaleza,140.0,3,3.0,990000,7071,penthouse,False,False,True,True,True
Hortaleza,450.0,3,5.0,1450000,3222,mansion,False,False,False,False,True
Hortaleza,573.0,5,6.0,1800000,3141,mansion,False,False,False,False,True
Hortaleza,55.0,2,1.0,138000,2509,multi-storey building,False,False,False,False,False
Sanchinarro,77.0,2,2.0,410000,5325,multi-storey building,False,False,True,True,True
Sanchinarro,58.0,1,1.0,266500,4595,multi-storey building,False,True,True,False,True
Sanchinarro,80.0,2,2.0,345000,4312,multi-storey building,False,True,True,False,True
Sanchinarro,63.0,2,1.0,305000,4841,multi-storey building,False,True,True,True,True
Sanchinarro,44.0,1,1.0,237500,5398,multi-storey building,False,True,True,True,True
Pinar del Rey,59.0,3,1.0,142200,2410,multi-storey building,False,False,False,True,False
Hortaleza,110.0,2,2.0,545000,4955,multi-storey building,False,False,True,True,True
Apóstol Santiago,369.0,7,4.0,1100000,2981,mansion,True,False,False,False,True
Canillas,67.0,1,1.0,230000,3433,multi-storey building,False,False,True,True,False
Apóstol Santiago,90.0,3,1.0,230000,2556,multi-storey building,True,False,True,True,True
Sanchinarro,168.0,4,2.0,650000,3869,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,500.0,6,5.0,2900000,5800,mansion,False,False,False,False,True
Canillas,86.0,3,2.0,310000,3605,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,480.0,5,5.0,1500000,3125,mansion,False,False,False,False,False
Hortaleza,714.0,8,8.0,5000000,7003,mansion,False,False,False,False,True
Sanchinarro,190.0,4,3.0,695000,3658,multi-storey building,False,False,True,True,True
Canillas,116.0,3,2.0,379900,3275,multi-storey building,False,False,True,True,True
Pinar del Rey,70.0,2,2.0,237900,3399,duplex,False,False,False,True,False
Sanchinarro,147.0,4,2.0,585000,3980,multi-storey building,False,False,True,True,True
Hortaleza,849.0,9,8.0,2530000,2980,mansion,False,False,False,False,True
Hortaleza,,6,8.0,4500000,4500,mansion,False,False,False,False,True
Canillas,80.0,3,1.0,246000,3075,multi-storey building,True,False,True,True,True
Conde Orgaz-Piovera,115.0,3,2.0,620000,5391,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,550.0,5,6.0,5500000,10000,mansion,False,False,False,False,False
Conde Orgaz-Piovera,128.0,3,2.0,660000,5156,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,400.0,5,5.0,1500000,3750,mansion,False,False,False,False,True
Conde Orgaz-Piovera,141.0,3,2.0,635000,4504,multi-storey building,False,False,True,True,True
Canillas,78.0,1,1.0,320000,4103,penthouse,False,False,True,True,True
Canillas,135.0,2,1.0,320000,2370,multi-storey building,False,False,True,True,True
Apóstol Santiago,247.0,4,2.0,769000,3113,mansion,True,False,False,False,True
Conde Orgaz-Piovera,201.0,4,5.0,1199000,5965,multi-storey building,False,False,True,True,True
Canillas,187.0,2,1.0,499000,2668,mansion,True,False,False,False,True
Canillas,115.0,3,2.0,400000,3478,multi-storey building,False,False,True,True,True
Hortaleza,522.0,4,5.0,3100000,5939,mansion,False,False,False,False,True
Hortaleza,,12,10.0,4300000,3116,mansion,True,False,False,False,False
Hortaleza,470.0,7,7.0,2100000,4468,mansion,True,False,False,False,True
Hortaleza,366.0,5,5.0,1800000,4918,mansion,False,False,False,False,True
Hortaleza,349.0,7,5.0,1300000,3725,mansion,False,False,False,False,True
Hortaleza,415.0,5,4.0,2900000,6988,mansion,False,False,False,False,True
Hortaleza,340.0,6,5.0,1250000,3676,mansion,False,False,False,False,False
Apóstol Santiago,116.0,2,2.0,560000,4828,multi-storey building,False,False,True,True,False
Pinar del Rey,84.0,2,2.0,250000,2976,multi-storey building,False,False,True,True,False
Conde Orgaz-Piovera,720.0,6,6.0,3950000,5486,mansion,False,False,False,False,True
Valdebebas - Valdefuentes,250.0,4,2.0,730000,2920,mansion,False,False,False,False,True
Conde Orgaz-Piovera,258.0,3,3.0,898000,3481,mansion,False,False,False,False,True
Palomas,144.0,3,2.0,650000,4514,multi-storey building,False,False,True,True,False
Palomas,120.0,3,2.0,560000,4667,multi-storey building,False,False,True,True,True
Hortaleza,,8,9.0,4975000,4326,mansion,False,False,False,False,True
Hortaleza,950.0,7,5.0,3700000,3895,mansion,True,False,False,False,True
Virgen del Cortijo - Manoteras,60.0,0,1.0,185000,3083,,False,False,True,True,False
Canillas,62.0,2,1.0,175000,2823,multi-storey building,False,False,True,True,False
Canillas,110.0,3,1.0,329900,2999,multi-storey building,False,False,False,False,False
Canillas,300.0,5,4.0,1195000,3983,mansion,False,False,False,False,True
Sanchinarro,343.0,4,3.0,960000,2799,multi-storey building,False,False,True,True,True
Hortaleza,580.0,5,8.0,1850000,3190,mansion,False,False,False,False,True
Conde Orgaz-Piovera,151.0,3,2.0,860000,5695,penthouse,False,False,True,True,True
Canillas,96.0,3,2.0,340000,3542,multi-storey building,False,False,True,True,False
Pinar del Rey,111.0,3,2.0,290000,2613,multi-storey building,False,False,True,True,True
