subtitle,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,has_lift,is_exterior,has_parking
Barrio de Salamanca,134.0,1,1.0,750000,5597,multi-storey building,False,False,True,False,False
Barrio de Salamanca,70.0,2,2.0,699000,9986,multi-storey building,False,False,True,False,True
Guindalera,38.0,0,1.0,220000,5789,,False,False,False,True,False
Lista,103.0,2,1.0,515000,5000,multi-storey building,False,False,True,False,False
Fuente del Berro,181.0,5,2.0,795000,4392,multi-storey building,True,False,True,True,False
Barrio de Salamanca,232.0,3,3.0,1950000,8405,multi-storey building,True,False,True,True,False
Fuente del Berro,89.0,2,1.0,345000,3876,multi-storey building,False,False,True,True,False
Barrio de Salamanca,317.0,4,5.0,4100000,12934,multi-storey building,False,False,True,True,False
Barrio de Salamanca,230.0,3,4.0,2280000,9913,multi-storey building,False,False,True,True,False
Barrio de Salamanca,197.0,3,3.0,1390000,7056,multi-storey building,False,False,True,True,False
Barrio de Salamanca,134.0,3,2.0,1200000,8955,penthouse,False,False,True,True,True
Barrio de Salamanca,104.0,2,1.0,597000,5740,penthouse,False,False,True,True,True
Barrio de Salamanca,125.0,4,3.0,740000,5920,multi-storey building,True,False,True,True,False
Barrio de Salamanca,164.0,3,2.0,980000,5976,multi-storey building,False,False,True,True,True
Barrio de Salamanca,135.0,5,3.0,650000,4815,mansion,False,False,False,False,False
Castellana,500.0,3,2.0,2500000,5000,multi-storey building,True,False,True,True,True
Lista,96.0,2,3.0,498000,5188,multi-storey building,False,False,True,False,False
Lista,68.0,3,2.0,469000,6897,multi-storey building,False,False,True,True,False
Guindalera,97.0,3,1.0,449000,4629,multi-storey building,False,False,True,True,True
Fuente del Berro,45.0,2,1.0,170000,3778,multi-storey building,True,False,False,False,False
Lista,179.0,2,2.0,985000,5503,penthouse,False,False,True,True,False
Recoletos,72.0,2,2.0,750000,10417,multi-storey building,False,False,True,False,False
Fuente del Berro,120.0,4,2.0,449950,3750,multi-storey building,False,False,True,False,False
Guindalera,235.0,4,3.0,740000,3149,multi-storey building,False,False,True,True,True
Barrio de Salamanca,190.0,4,2.0,800000,4211,multi-storey building,False,False,True,False,False
Guindalera,74.0,2,2.0,345000,4662,multi-storey building,False,False,True,True,False
Barrio de Salamanca,404.0,5,3.0,4350000,10767,multi-storey building,False,False,True,True,True
Barrio de Salamanca,635.0,4,3.0,4900000,7717,multi-storey building,False,False,True,True,False
Barrio de Salamanca,245.0,5,5.0,2200000,8980,multi-storey building,False,False,True,True,True
Guindalera,46.0,1,1.0,174900,3802,multi-storey building,False,False,False,True,False
Fuente del Berro,85.0,2,2.0,480000,5647,multi-storey building,False,False,True,True,False
Goya,164.0,3,2.0,980000,5976,multi-storey building,False,False,True,True,True
Fuente del Berro,126.0,4,2.0,445000,3532,multi-storey building,False,False,True,True,False
Guindalera,54.0,2,1.0,312000,5778,multi-storey building,False,False,True,True,False
Goya,136.0,2,2.0,795000,5846,multi-storey building,False,False,True,False,False
Castellana,142.0,3,3.0,975000,6866,multi-storey building,False,False,True,False,False
Goya,65.0,3,1.0,349000,5369,multi-storey building,True,False,True,False,False
Lista,130.0,4,2.0,770000,5923,multi-storey building,False,False,True,True,False
Castellana,83.0,1,1.0,425000,5120,multi-storey building,False,False,True,True,False
Lista,469.0,6,4.0,3200000,6823,multi-storey building,True,False,True,True,True
Barrio de Salamanca,54.0,2,1.0,312000,5778,penthouse,False,False,True,True,False
Castellana,218.0,3,2.0,940000,4312,multi-storey building,True,False,True,True,True
Barrio de Salamanca,312.0,4,4.0,2500000,8013,multi-storey building,False,False,True,True,True
Barrio de Salamanca,251.0,3,3.0,3650000,14542,multi-storey building,False,False,True,True,False
Barrio de Salamanca,416.0,5,4.0,2500000,6010,multi-storey building,True,False,True,True,True
Barrio de Salamanca,73.0,2,2.0,498000,6822,multi-storey building,False,False,True,True,False
Barrio de Salamanca,114.0,2,2.0,999000,8763,multi-storey building,True,False,True,True,True
Barrio de Salamanca,207.0,2,2.0,1550000,7488,multi-storey building,False,False,True,True,False
Barrio de Salamanca,135.0,2,3.0,1400000,10370,multi-storey building,False,False,True,True,False
Goya,101.0,3,1.0,495000,4901,multi-storey building,True,False,True,True,False
Goya,43.0,2,2.0,325000,7558,multi-storey building,False,False,True,False,False
Goya,90.0,2,2.0,755000,8389,multi-storey building,False,False,True,True,False
Guindalera,103.0,2,2.0,481261,4672,multi-storey building,False,True,True,True,True
Guindalera,75.0,1,1.0,346618,4622,multi-storey building,False,True,True,True,True
Guindalera,229.0,3,3.0,1099860,4803,penthouse,False,True,True,True,True
Recoletos,134.0,1,1.0,750000,5597,multi-storey building,False,False,True,False,False
Recoletos,312.0,4,5.0,2500000,8013,multi-storey building,False,False,True,True,False
Goya,149.0,3,2.0,840000,5638,multi-storey building,False,False,True,True,False
Barrio de Salamanca,358.0,4,5.0,1600000,4469,multi-storey building,True,False,True,True,False
Barrio de Salamanca,146.0,5,3.0,660000,4521,multi-storey building,True,False,True,True,False
Barrio de Salamanca,98.0,2,1.0,550000,5612,multi-storey building,False,False,True,True,False
Barrio de Salamanca,93.0,2,2.0,585000,6290,multi-storey building,False,False,True,False,True
Barrio de Salamanca,326.0,5,7.0,2100000,6442,multi-storey building,True,False,True,True,False
Barrio de Salamanca,290.0,4,4.0,2500000,8621,multi-storey building,True,False,True,True,False
Barrio de Salamanca,180.0,4,2.0,1050000,5833,multi-storey building,True,False,True,True,False
Barrio de Salamanca,150.0,3,2.0,699000,4660,penthouse,True,False,True,True,False
Barrio de Salamanca,245.0,4,5.0,2280000,9306,multi-storey building,False,False,True,True,False
Recoletos,84.0,1,1.0,795000,9464,penthouse,False,False,True,True,False
Barrio de Salamanca,478.0,3,4.0,6900000,14435,multi-storey building,False,False,True,True,True
Barrio de Salamanca,54.0,2,1.0,312000,5778,multi-storey building,False,False,True,False,False
Barrio de Salamanca,157.0,4,2.0,780000,4968,multi-storey building,False,False,True,True,True
Barrio de Salamanca,300.0,5,4.0,1495000,4983,mansion,False,False,False,False,False
Barrio de Salamanca,138.0,2,2.0,1390000,10072,multi-storey building,False,False,True,True,True
Barrio de Salamanca,90.0,3,1.0,465000,5167,multi-storey building,False,False,True,False,False
Barrio de Salamanca,204.0,5,3.0,560000,2745,multi-storey building,True,False,True,True,False
Goya,171.0,3,2.0,875000,5117,multi-storey building,True,False,True,True,False
Fuente del Berro,86.0,2,1.0,350000,4070,multi-storey building,False,False,True,True,False
Goya,57.0,2,1.0,280000,4912,multi-storey building,False,False,False,False,False
Goya,75.0,1,2.0,390000,5200,penthouse,False,False,True,False,False
Goya,260.0,5,3.0,2599000,9996,multi-storey building,True,False,True,False,False
Goya,63.0,2,1.0,210000,3333,multi-storey building,False,False,False,False,False
Recoletos,155.0,3,2.0,1100000,7097,multi-storey building,False,False,True,True,False
Guindalera,97.0,2,1.0,369000,3804,multi-storey building,True,False,True,True,True
Barrio de Salamanca,270.0,5,2.0,1970000,7296,multi-storey building,False,False,True,True,False
Fuente del Berro,25.0,1,1.0,125000,5000,multi-storey building,True,False,False,True,False
Castellana,185.0,3,3.0,1975000,10676,multi-storey building,False,False,True,True,True
Goya,125.0,2,2.0,670000,5360,multi-storey building,False,False,True,True,False
Goya,127.0,3,2.0,780000,6142,multi-storey building,False,False,True,True,False
Lista,99.0,2,2.0,625000,6313,multi-storey building,False,False,True,True,False
Goya,200.0,4,3.0,890000,4450,multi-storey building,False,False,True,True,False
Goya,220.0,3,3.0,1250000,5682,duplex,False,False,True,True,False
Guindalera,137.0,4,2.0,595000,4343,multi-storey building,False,False,True,True,False
Guindalera,94.0,2,1.0,320000,3404,multi-storey building,False,False,True,True,False
Goya,79.0,2,1.0,315000,3987,multi-storey building,True,False,True,True,False
Goya,305.0,4,3.0,1450000,4754,multi-storey building,True,False,True,True,True
Guindalera,123.0,3,2.0,420000,3415,multi-storey building,False,False,True,True,False
Guindalera,200.0,5,2.0,580000,2900,multi-storey building,False,False,True,True,False
Fuente del Berro,72.0,2,2.0,354000,4917,multi-storey building,False,False,True,True,False
Castellana,90.0,2,2.0,950000,10556,multi-storey building,False,False,True,True,False
Recoletos,279.0,4,4.0,2200000,7885,multi-storey building,False,False,True,True,True
Guindalera,100.0,4,2.0,423000,4230,multi-storey building,True,False,True,True,False
Castellana,90.0,2,2.0,950000,10556,multi-storey building,False,False,True,True,False
Guindalera,261.0,5,4.0,1049000,4019,mansion,False,False,False,False,True
Barrio de Salamanca,72.0,2,2.0,450000,6250,multi-storey building,False,False,True,True,False
Barrio de Salamanca,372.0,4,5.0,2300000,6183,multi-storey building,False,False,True,True,False
Barrio de Salamanca,223.0,4,2.0,1600000,7175,multi-storey building,False,False,True,True,False
Recoletos,173.0,5,1.0,650000,3757,multi-storey building,False,False,True,True,False
Goya,236.0,5,3.0,1680000,7119,multi-storey building,False,False,True,True,True
Recoletos,404.0,5,6.0,4350000,10767,multi-storey building,False,False,True,True,False
Goya,150.0,3,2.0,1050000,7000,multi-storey building,False,False,True,True,True
Recoletos,81.0,2,,510000,6296,multi-storey building,True,False,True,False,False
Recoletos,251.0,5,1.0,1695000,6753,multi-storey building,True,False,True,False,False
Lista,182.0,5,4.0,886000,4868,multi-storey building,False,False,True,True,True
Goya,140.0,3,3.0,750000,5357,multi-storey building,False,False,True,True,False
Goya,103.0,3,2.0,450000,4369,multi-storey building,False,False,False,False,False
Goya,179.0,4,3.0,850000,4749,multi-storey building,True,False,True,False,False
Goya,149.0,3,2.0,840000,5638,multi-storey building,False,False,True,True,False
Goya,144.0,4,2.0,950000,6597,penthouse,True,False,True,True,False
Barrio de Salamanca,183.0,5,2.0,1100000,6011,multi-storey building,True,False,True,True,False
Barrio de Salamanca,226.0,5,3.0,780000,3451,multi-storey building,False,False,True,True,True
Lista,84.0,2,2.0,699000,8321,multi-storey building,False,False,True,True,False
Barrio de Salamanca,162.0,2,2.0,1250000,7716,penthouse,False,False,True,False,True
Barrio de Salamanca,242.0,4,3.0,1970000,8140,multi-storey building,False,False,True,True,True
Barrio de Salamanca,255.0,4,3.0,1495000,5863,mansion,False,False,False,False,True
Barrio de Salamanca,222.0,4,3.0,775000,3491,multi-storey building,False,False,True,True,True
Barrio de Salamanca,55.0,1,1.0,315000,5727,multi-storey building,False,False,False,False,False
Guindalera,36.0,0,1.0,100000,2778,,False,False,False,True,False
Barrio de Salamanca,89.0,1,1.0,685000,7697,multi-storey building,False,False,True,True,False
Barrio de Salamanca,133.0,3,2.0,858000,6451,multi-storey building,True,False,False,False,False
Barrio de Salamanca,80.0,2,2.0,450000,5625,multi-storey building,False,False,True,True,False
Barrio de Salamanca,302.0,6,2.0,3500000,11589,multi-storey building,True,False,True,True,False
Barrio de Salamanca,144.0,3,2.0,765000,5312,multi-storey building,False,False,True,True,False
Barrio de Salamanca,125.0,2,2.0,780000,6240,multi-storey building,False,False,True,True,False
Barrio de Salamanca,263.0,3,2.0,1200000,4563,multi-storey building,False,False,True,False,False
Barrio de Salamanca,124.0,2,2.0,1110000,8952,multi-storey building,True,False,True,True,True
Goya,177.0,3,3.0,1300000,7345,multi-storey building,False,False,True,True,True
Recoletos,142.0,3,2.0,1220000,8592,multi-storey building,True,False,True,True,False
Barrio de Salamanca,110.0,3,2.0,539000,4900,multi-storey building,False,False,True,True,True
Lista,161.0,3,3.0,899000,5584,multi-storey building,False,False,True,True,False
Goya,73.0,2,1.0,371000,5082,multi-storey building,True,False,True,False,False
Barrio de Salamanca,184.0,2,3.0,1100000,5978,multi-storey building,False,False,True,True,False
Guindalera,114.0,2,2.0,490000,4298,duplex,False,False,True,True,True
Guindalera,162.0,4,2.0,539000,3327,multi-storey building,False,False,True,True,False
Guindalera,150.0,4,2.0,525000,3500,multi-storey building,False,False,True,True,False
Fuente del Berro,45.0,0,1.0,145000,3222,duplex,False,False,False,True,False
Lista,112.0,3,2.0,485000,4330,multi-storey building,True,False,True,True,False
Castellana,233.0,4,4.0,1690000,7253,multi-storey building,False,False,True,True,False
Recoletos,87.0,2,1.0,725000,8333,multi-storey building,False,False,True,False,False
Guindalera,110.0,3,2.0,500000,4545,multi-storey building,False,False,True,True,False
Guindalera,30.0,0,1.0,245000,8167,,False,False,True,True,True
Castellana,128.0,4,2.0,725000,5664,multi-storey building,True,False,True,False,False
Barrio de Salamanca,284.0,4,3.0,2590000,9120,multi-storey building,False,False,True,True,False
Barrio de Salamanca,222.0,4,3.0,725000,3266,multi-storey building,True,False,True,True,True
Barrio de Salamanca,43.0,1,1.0,299000,6953,multi-storey building,False,False,True,True,False
Barrio de Salamanca,169.0,3,2.0,1300000,7692,multi-storey building,False,False,True,True,False
Barrio de Salamanca,48.0,1,1.0,550000,11458,multi-storey building,False,False,True,False,False
Barrio de Salamanca,297.0,5,3.0,2250000,7576,multi-storey building,False,False,True,True,False
Barrio de Salamanca,206.0,3,3.0,1590000,7718,duplex,False,False,True,False,False
Barrio de Salamanca,133.0,3,2.0,575000,4323,multi-storey building,False,False,True,False,False
Barrio de Salamanca,170.0,5,2.0,520000,3059,multi-storey building,True,False,True,True,False
Barrio de Salamanca,172.0,4,3.0,560000,3256,multi-storey building,True,False,True,True,False
Fuente del Berro,71.0,2,2.0,354000,4986,multi-storey building,False,False,True,True,False
Barrio de Salamanca,80.0,3,1.0,295000,3688,multi-storey building,True,False,True,True,False
Barrio de Salamanca,165.0,3,2.0,750000,4545,multi-storey building,False,False,True,True,True
Barrio de Salamanca,160.0,4,3.0,639000,3994,multi-storey building,False,False,True,True,False
Barrio de Salamanca,45.0,1,2.0,295000,6556,multi-storey building,False,False,True,True,False
Guindalera,155.0,4,3.0,509000,3284,multi-storey building,True,False,True,True,True
Lista,88.0,3,1.0,475000,5398,multi-storey building,True,False,False,True,False
Fuente del Berro,55.0,2,1.0,279000,5073,multi-storey building,False,False,True,False,False
Barrio de Salamanca,391.0,6,4.0,2290000,5857,multi-storey building,False,False,True,True,True
Fuente del Berro,133.0,3,2.0,580000,4361,multi-storey building,False,False,True,True,True
Guindalera,204.0,6,4.0,1095000,5368,mansion,False,False,False,False,True
Lista,130.0,3,2.0,750000,5769,multi-storey building,False,False,True,True,False
Goya,187.0,5,3.0,1250000,6684,multi-storey building,False,False,True,True,True
Lista,170.0,3,2.0,1485000,8735,multi-storey building,False,True,True,True,True
